Randomized_String,Original_String,TextScore
Grcmmcr-Guided Genetic Progrcmming.,Genetic Transposition in Tree-Adjoining Grammar Guided Genetic Programming: The Duplication Operator.,1.45
Iacorporatiag Fuzzy Logic ia Data Iiaiag Tasks.,Incorporating Fuzzy Logic in Data Mining Tasks.,2.3333333333333335
Iodal Logics for Reasoaiag about Iultiageat Systeis.,"Logic, Logics, and Logicism.",1.75
Genetic Clgorithm Cpplicctiont to Optimizction Modeling.,Modeling modeling modeling.,1.75
aeural aetworks aad HOS for Power Quality Evaluatioa.,An Optimized Shunt Hybrid Power Quality Conditioner Based on an Adaptive Neural Network for Power Quality Improvement in Power Distribution Network.,1.8828125
Evolutioncry Cpprocchet for CNNt Detign.,Human chromosome classification using Competitive Neural Network Teams (CNNT) and Nearest Neighbor.,0.5454545454545454
Swarm Insalliganca Approach for Ad-Hoc Nasworks.,Swarm Intelligence Approach for Ad-Hoc Networks.,2.3333333333333335
Rcnking Functiont.,,0.0
Mulsi-Objacsiva Avolusionary Algorishms.,MuLSi-Co: Multilayer Sinks and Cooperation-Based Data Routing Techniques for Underwater Acoustic Wireless Sensor Networks (UA-WSNs).,0.53125
Entemble of TVM Clcttifiert for Tpcm Filtering.,"Designs of fractional delay filter, Nyquist filter, lowpass filter and diamond-shaped filter.",1.278409090909091
Clusteriag Algorithi for Arbitrary Data Sets.,Data mining from extreme data sets: very large and/or very skewed data sets.,2.083333333333333
Particle Swari Optiiizatioa aad Iiage Aaalysis.,All particles driving particle swarm optimization: Superior particles pulling plus inferior particles pushing.,1.25
Coiputatioaal Iethods ia Bioiedical Iiagiag.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
aoaliaear Techaiques for Sigaals Characterizatioa.,,0.0
Crtificicl Neurcl Networkt cnd Cognitive C Modelling.,Modeling Self-Efficacy as a Dynamic Cognitive Process with the Computational-Unified Learning Model (C-ULM): Implications for Cognitive Informatics and Cognitive Computing.,2.397058823529412
Coatiauous ACO ia a SVR Traffic Forecastiag Iodel.,Continuous ACO in a SVR Traffic Forecasting Model.,1.75
Genetic Clgorithmt for Wirelett Tentor Networkt.,Genetic programming with genetic regulatory networks: genetic programming.,1.25
Cdcptive Technology cnd Itt Cpplicctiont.,"Technology, the Technology Complex and the Paradox of Technological Determinism.",1.3125
Onsologias for Aducasion and Laarning Dasign.,,0.0
Dependency Pcrting.,A Dependent Dependency Calculus.,1.25
Combining Classifiars and Laarning Mixsura-of-Axparss.,"Combining Analyses, Combining Optimizations.",1.125
Faasura Salacsion.,,0.0
Statistical Siiulatioas oa Perceptroa-Based Adders.,Statistical Simulations on Perceptron-Based Adders.,1.7999999999999998
The Deipster-Shafer Theory.,Reformulating decision theory using fuzzy set theory and Shafer's theory of evidence.,1.6875
Iobile Robots aavigatioa Iappiag aad Localizatioa Part II.,Robotics and law: Key legal and regulatory implications of the robotics age (part II of II).,2.3181818181818183
Ansambla of ANN for Sraffic Sign Racognision.,Signing on/signing off.,1.5
Ttctitticcl Modelling of Highly Inflective Lcngucget.,Survey and Evaluation of Automated Model Generation Techniques for High Level Modeling and High Level Fault Modeling.,1.9423076923076925
AC Sachniquas in sha Ssrucsural Concrasa Fiald.,"Identifiers and Test Vectors for HMAC-SHA-224, HMAC-SHA-256, HMAC-SHA-384, and HMAC-SHA-512.",1.1875
IA Algorishm Accalarasion Using GPUs.,IA Algorithm Acceleration Using GPUs.,1.7999999999999998
Planning Agans for Gariasric Rasidancas.,Planning before plans.,1.5
Knowladga Managamans Sools and Shair Dasirabla Characsarissics.,Sharing airtime with Shair avoids wasting time and money.,0.5714285714285714
C Longitudincl Cnclytit of Lcbour Mcrket Dctc with TOM.,C and C++.,1.5
Crtificicl NeuroGlicl Networkt.,,0.0
Funcsional Dimansion Raducsion for Chamomasrics.,Evaluating FuncSION: A software for automated synthesis of design solutions for stimulating ideation during mechanical conceptual design.,0.5416666666666666
Hiararchical Nauro-Fuzzy Syssams Pars I.,Fuzzy number fuzzy measures and fuzzy integrals. (II). Fuzzy integrals of fuzzy-valued functions with respect to fuzzy number fuzzy measures on fuzzy sets.,1.415501644736842
Bahaviour-Basad Clussaring of Naural Nasworks.,Naural Simulation of Acquired and Progressive Language Disorders.,0.5833333333333334
Ausomasic Classificasion of Impacs-Acho Spacsra II.,"NETWORK II.5, LANNET II.5 and COMNET II.5.",1.1666666666666665
Iulti-Objective Traiaiag of aeural aetworks.,When is an object not an object?,1.5
Analysics for Noisy Unssrucsurad Saxs Dasa I.,Analysing the program analyser.,1.25
Thortening Cutomcted Negotiction Threcdt vic Neurcl Nett.,The strategy and deployment plan for VICS.,0.625
CI cnd Idect by Ttctitticcl Mechcnict.,Quotients of CI-Groups are CI-Groups.,1.0499999999999998
Adaptive aeural Algorithis for PCA aad ICA.,Adaptive Neural Algorithms for PCA and ICA.,1.7999999999999998
Lecrning in Feed-Forwcrd Crtificicl Neurcl Networkt II.,To Feed or Not to Feed Back,1.25
Web-Based Assessieat Systei Applyiag Iaay-Valued Logic.,Infinite-Valued Logic Based on Two-Valued Logic and Probability. Part 1.2: Different Sources of Fuzziness.,2.25
Swarm Robosics.,Swarms and Swarm Intelligence.,1.25
Oatologies aad Processiag Patteras for Iicroarrays.,AADS+: AADL Simulation Including the Behavioral Annex.,0.5833333333333334
aavigatioa by Iiage-Based Visual Hoiiag.,Experimental Evaluation of Autonomous Driving Based on Visual Memory and Image-Based Visual Servoing.,1.772727272727273
Thermcl Detign of Gct-Fired Cooktop Burnert Through CNN.,Design of a Forest Fire Early Alert System through a Deep 3D-CNN Structure and a WRF-CNN Bias Correction.,1.3928571428571428
aatural Laaguage Uaderstaadiag aad Assessieat.,AADS+: AADL Simulation Including the Behavioral Annex.,0.5833333333333334
Eaergy Iiaiiiziag Active Iodels ia Artificial Visioa.,ACTIVE-ating Artificial Intelligence: Integrating Active Learning in an Introductory Course.,1.4722222222222223
Robott in Educction.,,0.0
CVI of Turfcce Flcwt on Mcnufccturet II.,"NETWORK II.5, LANNET II.5 and COMNET II.5.",1.1666666666666665
Coaditioaal Hazard Estiiatiag aeural aetworks.,"Cluster Around Latent Variable for Vulnerability Towards Natural Hazards, Non-Natural Hazards, Social Hazards in West Papua.",1.05
A Coiparative Study oa E-aote-Takiag.,The Study of e-Marketplace - A Case Study of Formosa Technologies e-Marketplace.,1.8333333333333335
Ncturcl Lcngucge Procetting cnd Biologiccl Methodt.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Differeatial Evolutioa with Self-Adaptatioa.,A quantum of self: A study of self-quantification and self-disclosure.,1.25
Rula Anginas and Agans-Basad Syssams.,A Java-basad general purpose telemedicine system.,0.5833333333333334
Cutomcted Cryptcnclytit.,,0.0
Fuzzy Dacision Sraas.,Fuzzy number fuzzy measures and fuzzy integrals. (II). Fuzzy integrals of fuzzy-valued functions with respect to fuzzy number fuzzy measures on fuzzy sets.,1.415501644736842
Ditcovering Mcppingt Between Ontologiet.,,0.0
Complex-Vclued Neurcl Networkt.,Complexes from complexes.,1.5
Desigaiag Uasupervised Hierarchical Fuzzy Logic Systeis.,Hierarchical Fuzzy Logic Scheme with Constraints on the Fuzzy Rule.,2.1071428571428568
A Comparison of Cooling Schadulas for Simulasad Annaaling.,A Comparison of Cooling Schedules for Simulated Annealing.,1.2
Fuzzy Rule Iaterpolatioa.,Fuzzy rules generation from data through fuzzy evaluation of fuzzy rules.,2.140625
Crtificicl Intelligence for Informction Retrievcl.,"Watershed of Artificial Intelligence: Human Intelligence, Machine Intelligence, and Biological Intelligence.",1.3541666666666667
Dasa Warahousing Davalopmans and Dasign Mashodologias.,DASA: Dissatisfaction-oriented Advertising based on Sentiment Analysis.,0.5714285714285714
Bliad Source Separatioa by ICA.,"Comparison of time-domain ICA, frequency-domain ICA and multistage ICA for blind source separation.",1.6354166666666665
Sigaed Foriulae as a aew Update Process.,Tales of Software Updates: The process of updating software.,1.5833333333333335
Teachiag Iachiaes to Fiad aaies.,On evolution of an authentication and authorisation infrastructure in academic and research community: AAI@EduHr - From RADIUS hierarchy to an AAI federation.,0.8653846153846153
Ttctioncry Dentity of Ttochcttic Tecrch Procettet.,An I-dentity crisis? The information schools movement.,0.6
High Level Detign Cpprocch for FPGC Implementction of CNNt.,SHiLA: Synthesizing High-Level Assertions for High-Speed Validation of High-Level Designs.,2.0
Iodularity ia Artificial aeural aetworks.,Artificial Intelligence for Artificial Artificial Intelligence.,1.4000000000000001
CNN-Bcted Defectt' Dicgnotit of Induttricl C Opticcl Devicet.,C and C++.,1.5
Lecrning in Feed-Forwcrd Crtificicl Neurcl Networkt I.,To feed or not to feed back.,1.25
Fuzzy Logic Ettimctor for Vcricnt TNR Environmentt.,"A comparative study of type-1 fuzzy logic systems, interval type-2 fuzzy logic systems and generalized type-2 fuzzy logic systems in control problems.",2.0
AVI of Surface Flaws oa Iaaufactures I.,AVI of Surface Flaws on Manufactures I.,1.875
CaS Tuior Predictioa Usiag Geae Expressioa Data Part I.,"I/O Problems in Preparing Data for Data Warehousing and Data Mining, Part 1.",1.6875
Ssraam Procassing of a Naural Classifiar II.,"NETWORK II.5, LANNET II.5 and COMNET II.5.",1.1666666666666665
Artificial Iatelligeace aad Rubble-Iouad Breakwater Stability.,Artificial Intelligence and Rubble-Mound Breakwater Stability.,2.3333333333333335
Functioncl Networkt.,,0.0
2D-PAGA Analysis Using Avolusionary Compusasion.,On the use of 2D analytic signals for Wigner analysis of 2D real signals.,2.0277777777777777
Avolusionary Compusing Approach for Ad-Hoc Nasworks.,How to Make ad-hoc Polymorphism Less ad-hoc.,1.9285714285714284
Growing Telf-Orgcnizing Mcpt for Dctc Cnclytit.,"To Grow or Not to Grow, That is SloPro.",1.25
Hiararchical Rainforcamans Laarning.,Hiararchical Architecture for Real-Time Adaptive Resource Management.,0.5714285714285714
Eacyclopedia of Artificial Iatelligeace (3 Voluies),Experimenting with artificial neural networks-artificial intelligence mini-tutorial. 3.,1.4722222222222223
Oatology Aligaieat Overview.,Overview.,1.0
Artificial Iatelligeace aad Educatioa.,Artificial Intelligence for Artificial Artificial Intelligence.,1.4000000000000001
Fuzzy Tyttemt Modeling.,From Fuzzy Models to Granular Fuzzy Models.,2.0999999999999996
Distributed Coastraiat Reasoaiag.,To distribute or not to distribute?,1.5
Ausomasic Classificasion of Impacs-Acho Spacsra I.,IMPACS: Integrated Multi-Processor Aircraft Simulation System.,0.5714285714285714
Support Vector Iachiaes.,Study Of E-Smooth Support Vector Regression And Comparison With E- Support Vector Regression And Potential Support Vector Machines For Prediction For The Antitubercular Activity Of Oxazolines And Oxazoles Derivatives.,2.0
Differeat Approaches for Cooperatioa with Ietaheuristics.,A Study of Sense of Approaching Index based on Considering Direction of Approaching Objects A Study of a Sense of Approaching Index based on Considering Direction of Approaching Objects.,1.1458333333333335
Decisioa Iakiag ia Iatelligeat Ageats.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
Non-Cooperctive Fccicl Biometric Identificction Tyttemt.,Non-Forensic Odontological Biometrics.,1.25
Intelligent Clcttifier for Ctricl Fibrillction (ECG).,Interactive ECG annotation: An artificial intelligence method for smart ECG manipulation.,1.4722222222222223
Tymbol Grounding Problem.,"Problems, problems, problems ...",1.75
Evolutioaary Robotics.,Robot to Robot.,1.5
aeural aetworks aad Equilibria Syachroaizatioa aad Tiie Lags.,"Neural Networks and Equilibria, Synchronization, and Time Lags.",1.1666666666666667
Compusar Vision for Wava Fluma Axparimanss.,The Machine Vision Toolbox: a MATLAB toolbox for vision and vision-based control.,1.1666666666666665
Biointpired Cttocictive Memoriet.,,0.0
Naural Nasworks on Handwrissan Signasura Varificasion.,Naural Simulation of Acquired and Progressive Language Disorders.,0.5833333333333334
Multi-Lcyered Temcntic Dctc Modelt.,Multi-typed Objects Multi-view Multi-instance Multi-label Learning.,1.3125
A Study of the Perforiaace Effect of Geaetic Operators.,An Effect of Device Topology in VeSTIC Process on Logic Circuit Operation A Study Based on Ring Oscillator Operation Analysis.,1.9285714285714284
Full-Saxs Saarch Anginas for Dasabasas.,Full Reduction at Full Throttle.,1.125
Iaay-Objective Evolutioaary Optiiisatioa.,When is an object not an object?,1.5
Angiographic Imagas Sagmansasion Sachniquas.,2D-3D Vascular Registration Between Digital Subtraction Angiographic (DSA) And Magnetic Resonance Angiographic (MRA) Images.,0.8653846153846153
Bcyeticn Neurcl Networkt for Imcge Rettorction.,,0.0
Insuisionissic Fuzzy Imaga Procassing.,Fuzzy number fuzzy measures and fuzzy integrals. (II). Fuzzy integrals of fuzzy-valued functions with respect to fuzzy number fuzzy measures on fuzzy sets.,1.415501644736842
Insalligans Radar Dasacsors.,Radar-to-Radar Interference Suppression for Distributed Radar Sensor Networks.,1.203125
Avolving Graphs for ANN Davalopmans and Simplificasion.,Graphs on Graphs.,1.5
Computer Morphogenetit in Telf-Orgcnizing Ttructuret.,When is a computer not a computer?,1.5
Ausomasad Crypsanalysis of Classical Ciphars.,Classical vs non-classical logics (the universality of classical logic).,1.203125
Fccicl Exprettion Recognition for HCI Cpplicctiont.,Motion Recognition and Finger Detection for Gesture Recognition and HCI.,1.5357142857142856
E-Learaiag ia aew Techaologies.,"Graphonomics for the e-citizens: e-health, e-society and e-education.",1.3541666666666667
Associatioa Rule Iiaiag.,From Rules To Rule Patterns.,1.25
"""aarrative"" Iaforiatioa Probleis.",,0.0
"""Narrasiva"" Informasion and sha NKRL Solusion.",,0.0
A Survey oa aeural aetworks ia Autoiated aegotiatioas.,A Survey oA Survey on System-On-a-Chip Designn System-On-a-Chip Design.,1.4722222222222223
C 2D Potitioning Cpplicction in PET Uting CNNt.,"A new application of pre-normalized principal component analysis for improvement of image quality and clinical diagnosis in human brain PET studies - Clinical brain studies using [<sup>11</sup>C]-GR205171, [<sup>11</sup>C]-l-deuterium-deprenyl, [<sup>11</sup>C]-5-Hydroxy-l-Tryptophan, [<sup>11</sup>C]-l-DOPA and Pittsburgh Compound-B.",1.5242346938775513
Iadepeadeat Subspaces.,Covering of subspaces by subspaces.,1.25
Ttochcttic Cpproximction Monte Ccrlo for MLP Lecrning.,Stochastic Approximation Monte Carlo for MLP Learning.,1.1666666666666667
Evolutioaary Graiiatical Iafereace.,,0.0
Tpeech-Bcted Cliniccl Dicgnottic Tyttemt.,,0.0
Conttrcint Procetting.,The Cost of Using the CAP Computer's Procetion Facilities.,0.5833333333333334
Tequence Procetting with Recurrent Neurcl Networkt.,Recurrently Controlled Recurrent Networks.,1.125
Evolutioaary Algorithis ia Discredibility Detectioa.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
Persoaalized Decisioa Support Systeis.,Supporting the supporters.,1.5
Iatelligeat IAS ia Systei Eagiaeeriag aad Robotics.,Robot to Robot.,1.5
Rough Set-Based aeuro-Fuzzy Systei.,Generalised approximate equalities based on rough fuzzy sets &amp; rough measures of fuzzy sets.,3.1666666666666665
Fuzzy Control Tyttemt.,"Intelligent Control Systems and Fuzzy Controllers. II. Trained Fuzzy Controllers, Fuzzy PID Controllers.",2.34375
Commontente Knowledge Repretentction I.,My Knowledge of Knowledge.,1.5
Mulsilayar Opsimizasion Approach for Fuzzy Syssams.,An alternative approach to fuzzy control charts: Direct fuzzy approach.,1.875
Advancad Callular Naural Nasworks Imaga A Procassing.,Naural Simulation of Acquired and Progressive Language Disorders.,0.5833333333333334
