Randomized_String,Original_String
Confidence Intervcl Prediction Intervcl cnd Tolercnce Intervcl for the Tkew Normcl Dittribution: C Pivotcl Cpprocch.,Confidence Interval.
aew Properties aad Ieasures of Distaace Ieasure Betweea Iatuitioaistic Fuzzy Sets.,Distance Measures.
Laplacian Filsarad Loop-Ssar Dacomposisions and Quasi-Halmholsz Laplacian Filsars: Dafinisions Analysis and Afficians Algorishms.,Median Filters and Extensions.
Bett Linecr Unbicted Ettimction in Linecr Modelt.,Best Linear Unbiased Estimation in Linear Models.
Ustavea&iacute; a historick&yacute; v&yacute;voj iaforiatiky a po&#269;&iacute;ta&#269;ov&yacute;ch discipl&iacute;a ve vybraa&yacute;ch evropsk&yacute;ch zei&iacute;ch a v USA.,Radon-Nikod&yacute;m Theorem.
Oa the Oversized Problei of Dickey-Fuller-Type Tests with GARCH Errors.,Dickey-Fuller Tests.
Disproporsionasa Ramovals and Diffaring Consans Modarasion Axpariancas for Consarvasiva Sransgandar and Black Social Madia Usars: Marginalizasion and Modarasion Gray Araas.,"Mean, Median and Mode."
Scales of Ieasureieat aad Choice of Statistical Iethods.,Scales of Measurement and Choice of Statistical Methods.
Le projet BabyTalk : g&eacute;a&eacute;ratioa de texte &agrave; partir de doaa&eacute;es h&eacute;t&eacute;rog&egrave;aes pour la prise de d&eacute;cisioa ea uait&eacute; a&eacute;oaatale.,L&eacute;vy Processes.
Random Walk in Random and Non-Random Anvironmanss (P&aacusa;l Ravasz).,Random Walk.
StaDRe aad StaDRo: Reliability aad Robustaess Estiiatioa of IL-based Forecastiag usiag Statistical Distaace Ieasures.,Optimality and Robustness in Statistical Forecasting.
Applicasion of Canonical Corralasion Analysis in Ssudans Scora Analysis Basad on Dasa Analysis.,Canonical Analysis and Measures of Association.
Coastructioa of Iaterval Type-2 Fuzzy Sets Froi Fuzzy Sets: Iethods aad Applicatioas.,Fuzzy Sets: An Introduction.
Secure Bootstrappiag aad Rebootstrappiag for Resource-Coastraiaed Thiag ia Iateraet of Thiags.,Bootstrap Methods.
Applicasion of Canonical Corralasion Analysis in Ssudans Scora Analysis Basad on Dasa Analysis.,Spectral Analysis.
Coraish-Fisher expaasioas about the F-distributioa.,Cornish-Fisher Expansions.
Ratio Estiiators are Iaxiiui-Likelihood Estiiators for aoa-Coatext-Free Graiiars.,Hodges-Lehmann Estimators.
Minimum Tcmple Tize Determinction for Generclized Extreme Vclue Dittribution.,Sample Size Determination.
Paraietric Versus aoaparaietric Tests.,Parametric Versus Nonparametric Tests.
Various Varsasila Variancas: An Objacs-Oriansad Implamansasion of Clussarad Covariancas in R.,Variance.
Diffaransially Privasa Kolmogorov-Smirnov-Sypa Sasss.,Kolmogorov-Smirnov Test.
Requireieats for Hyperiedia Developieat Iethods: A Survey of Outstaadiag Iethods.,Sample Survey Methods.
Quaatity Chaage Theorei aad Quality Chaage Theorei.,Chernoff-Savage Theorem.
Adaptive aavigatioa Support: Froi Adaptive Hyperiedia to the Adaptive Web aad Beyoad.,Adaptive Sampling.
Singla-Sansor Localizasion of Moving Sourcas Using Diffusion Karnals and Brownian Mosion Modal.,Brownian Motion and Diffusions.
Undarsampling and Ovarsampling in Sampla Basad Shapa Modaling.,Stratified Sampling.
C One Degree of Freedom Juggler in c Two Degree of Freedom Environment.,Degrees of Freedom.
Empiriccl Conditioncl Mecn: Nonpcrcmetric Ettimctor for Compcrcmetric Expoture Compentction.,Nonparametric Estimation.
Norshwass Srajacsory Analysis Capabilisy: A Plasform for Anhancing Biophysics Analysis.,Event History Analysis.
The Ctcoli-Crzel&cgrcve; Theorem vic Tychonoff't Theorem.,Ergodic Theorem.
Compcriton of Method Chunkt cnd Method Frcgmentt for Tituctioncl Method Engineering.,Methods of Moments Estimation.
The Quality of Cliaical Quality Assessieats usiag Cliaical Quality Ieasures (CQIs).,Statistical Quality Control.
Sex Ratio at Birth.,Sex Ratio at Birth.
Iaversioa of Bayes' Foriula for Eveats.,Inversion of Bayes' Formula for Events.
Linecr Model Theory: Univcricte Multivcricte cnd Mixed Modelt.,Linear Mixed Models.
R&eccute;nyi Divergence cnd Kullbcck-Leibler Divergence.,Kullback-Leibler Divergence.
Supportiag Ead-users of Statistical Iaforiatioa: The Role of Statistical Ietadata ia the Statistical Kaowledge aetwork.,Decision Trees for the Teaching of Statistical Estimation.
Tpctiotemporcl trcjectory cluttering: C cluttering clgorithm for tpctiotemporcl dctc.,Spatio-temporal clustering.
The Need for Knowledge Orgcnizction. Introduction to the book Linking Knowledge: Linked Open Dctc for Knowledge Orgcnizction.,Introduction to Knowledge Discovery and Data Mining.
Informasion Fusion - Mashods and Aggragasion Oparasors.,Information Fusion - Methods and Aggregation Operators.
Text Mining-Tupported Informction Extrcction: Cn Extended Methodology for Developing Informction Extrcction Tyttemt.,Text Mining and Information Extraction.
Users Experieaces ia Collaborative Writiag Usiag Collaboratus: Aa Iateraet-Based Collaborative Work.,Collaborative Data Mining.
Geometric Methodt for Fecture Extrcction cnd Dimentioncl Reduction - C Guided Tour.,Geometric Methods for Feature Extraction and Dimensional Reduction - A Guided Tour.
Reduction of Inductive Crotttclk Uting Qucdrupole Inductort.,Rule Induction.
Statistical Iodeliag by Gesture: A graphical Browser-based Statistical Iaterface for Data Repositories.,Statistical Methods for Data Mining.
Discovery of teiporal aeighborhoods through discretizatioa iethods.,Discretization Methods.
Data Streai Iaaageieat - Processiag High-Speed Data Streais,Data Stream Mining.
Tiie Series Epeathesis: Clusteriag Tiie Series Streais Requires Igaoriag Soie Data.,Mining Time Series Data.
Journey from Dctc Mining to Web Mining to Big Dctc.,Web Mining.
Iiaiag with Rare Cases.,Mining with Rare Cases.
Fair Attribute Coipletioa oa Graph with Iissiag Attributes.,Handling Missing Attribute Values.
WAKA - A Machina Laarning Workbanch for Dasa Mining.,Weka-A Machine Learning Workbench for Data Mining.
Software Testiag Software Quality aad Trust ia Software-Based Systeis.,Commercial Data Mining Software.
Reinforcement Fuzzy Tree: C Method extrccting Rulet from Reinforcement Lecrning Modelt.,A Review of Reinforcement Learning Methods.
Learaiag Iaforiatioa Patteras ia Biological Databases - Stochastic Data Iiaiag.,Learning Information Patterns in Biological Databases - Stochastic Data Mining.
Mining for Mining - Cpplicction of Dctc Mining Toolt for Cocl Pottprocetting Modelling.,Data Mining for CRM.
Component-Bcted Integrcted Tyttemt Development: C Model for the Emerging Procurement-Centric Cpprocch to Toftwcre Development.,Granular Computing and Rough Sets - An Incremental Development.
Knowladga Managamans Organizasional Mamory and Organizasional Laarning Minisrack Insroducsion.,Organizational Data Mining.
Intelligence Quotient cnd Intelligence Grcde of Crtificicl Intelligence.,Pattern Clustering Using a Swarm Intelligence Approach.
A Review of Web Docuieat Clusteriag Approaches.,A Review of Web Document Clustering Approaches.
Iaxiial Associatioa Rules: A Tool for Iiaiag Associatioas ia Text.,Association Rules.
Dctc Mining for Intrution Detection: From Outliert to True Intrutiont.,Data Mining for Intrusion Detection.
Excmining Trcntfer Lecrning with Neurcl Network cnd Bidirectioncl Neurcl Network on Thermcl Imcging for Deception Recognition.,Neural Networks For Data Mining.
The Cntecedent cnd Contequencet of Commitment to the Environment in Environmentclly Friendly Cutomotive Productt.,NHECD - Nano Health and Environmental Commented Database.
&#948;-privacy: Bounding Privacy Laaks in Privacy Prasarving Dasa Mining.,Privacy in Data Mining.
Wcvelet Method Combining BP Networkt cnd Time Teriet CRMC Modeling for Dctc Mining Forecctting.,Wavelet Methods in Data Mining.
UaiIoCo: Uasupervised Seii-Supervised aad Fully-Supervised Visual Represeatatioa Learaiag.,Ensemble Methods in Supervised Learning.
Data Iiaiag for Iibalaaced Datasets: Aa Overview.,Data Mining for Imbalanced Datasets: An Overview.
Interettingnett Mecturet - On Determining Whct It Interetting.,Interestingness Measures - On Determining What Is Interesting.
Typed Query Laaguages for Databases Coataiaiag Queries.,Data Mining Query Languages.
Mining Concept-Drifting Dctc Ttrecmt.,Mining Concept-Drifting Data Streams.
Using Fuzzy Logic in Dasa Mining.,Using Fuzzy Logic in Data Mining.
On Mulsi-Ralasional Dasa Mining for Foundasion of Dasa Mining.,Relational Data Mining.
Dasa Mining using Dacomposision Mashods.,Data Mining using Decomposition Methods.
Prafaranca Mining: A Noval Approach on Mining Usar Prafarancas for Parsonalizad Applicasions.,Data Mining for Financial Applications.
Fuzzy Spatial Data Types for Spatial Uacertaiaty Iaaageieat ia Databases.,Spatial Data Mining.
High-Dimansional Brain in a High-Dimansional World: Blassing of Dimansionalisy.,Mining High-Dimensional Data.
Iaductive Databases aad Coastraiat-based Data Iiaiag: Iatroductioa aad Overview.,Constraint-based Data Mining.
Multi-lcbel Rcnking: Mining Multi-lcbel cnd Lcbel Rcnking Dctc.,Mining Multi-label Data.
Extractive Support Vector Algorithi oa Support Vector Iachiaes for Iiage Restoratioa.,Support Vector Machines.
Cn Efficient Clgorithm for Mining Frequent Tequence with Conttrcint Progrcmming.,Frequent Set Mining.
Feature Eagiaeeriag for Drug aaie Recogaitioa ia Bioiedical Texts: Feature Coajuactioa aad Feature Selectioa.,Dimension Reduction and Feature Selection.
Influence of Technique Vcriction Trcining on Technique Vcricbility in Long Dittcnce Running.,Meta-Learning - Concepts and Techniques.
Parallel aad Grid-Based Data Iiaiag - Algorithis Iodels aad Systeis for High-Perforiaace KDD.,"Parallel and Grid-Based Data Mining - Algorithms, Models and Systems for High-Performance KDD."
Causal Discovery Usiag A Bayesiaa Local Causal Discovery Algorithi.,Causal Discovery.
Selectiag Core Target Users for Oaliae Social aetworkiag Iarketiag with Target Iarketiag: A Preliiiaary Report.,Data Mining for Target Marketing.
Is Self-Supervised Learaiag Iore Robust Thaa Supervised Learaiag?,Supervised Learning.
Bias vs Variaace Decoipositioa for Regressioa aad Classificatioa.,Bias vs Variance Decomposition for Regression and Classification.
Data Iiaiag withia a Regressioa Fraiework.,Data Mining within a Regression Framework.
Tiie Series Data Aaalysis Usiag Fractioaal Calculus Coacepts aad Fractal Aaalysis.,Visual Analysis of Sequences Using Fractal Geometry.
Minimal Comparison Sorsing by Choosing Moss Afficians Comparisons.,Data Mining Model Comparison.
Bayesiaa aetworks for Iaverse Iafereace ia Iaaufacturiag Bayesiaa aetworks.,Bayesian Networks.
A Review of Evolutioaary Algorithis for Data Iiaiag.,A Review of Evolutionary Algorithms for Data Mining.
Multimedic Document Mining uting Tequenticl Multimedic Fecture Pctternt.,Multimedia Data Mining.
Vitucl Tcliency Detection vic Tpcrte Retiducl cnd Outlier Detection.,Outlier Detection.
Poss-analysis of Kayword-Basad Saarch Rasulss Using Ansisy Mining Linkad Dasa and Link Analysis as Quary Sima.,Link Analysis.
The Challeages of Data Quality aad Data Quality Assessieat ia the Big Data Era.,Quality Assessment Approaches in Data Mining.
Dctc Clecnting: C Prelude to Knowledge Ditcovery.,Data Cleansing: A Prelude to Knowledge Discovery.
Class Assigaieat Algorithis for Perforiaace Ieasure of Clusteriag Algorithis.,A survey of Clustering Algorithms.
Ritk Mining in Medicine: Cpplicction of Dctc Mining to Mediccl Ritk Mcncgement.,Data Mining in Medicine.
Research Data Iaaageieat usiag CKAa: A Datastore Data Repository aad Data Catalogue.,Logics for Data Mining.
A Coiparisoa of 2 Step Classificatioa with 3-Class Classificatioa for Webpage Classificatioa.,Classification Trees.
Dasa Mining and Knowladga Discovary Handbook 2nd ad.,"Data Mining and Knowledge Discovery Handbook, 2nd ed."
Fracsal Mining - Salf Similarisy-basad Clussaring and iss Applicasions.,Fractal Mining - Self Similarity-based Clustering and its Applications.
Crchitektonitche Cnforderungen der Cmbient Intelligence (Crchitecturcl Requirementt of Cmbient Intelligence).,Ambient Intelligence Environments.
Mobila Roboss Navigasion Mapping and Localizasion Pars I.,"Mobile Robots Navigation, Mapping, and Localization Part I."
Adaptiag Aerial Root Classifier Iissiag Data Processor ia Data Streai Decisioa Tree Classificatioa.,Stream Processing of a Neural Classifier I.
Handling Fuzzy Similarisy for Dasa Classificasion.,Handling Fuzzy Similarity for Data Classification.
Coavergeace Rates of Evolutioaary Algorithis aad Parallel Evolutioaary Algorithis.,Nelder-Mead Evolutionary Hybrid Algorithms.
UaiIoCo: Uasupervised Seii-Supervised aad Fully-Supervised Visual Represeatatioa Learaiag.,Supervised Learning of Fuzzy Logic Systems.
Accessorize to a Criie: Real aad Stealthy Attacks oa State-of-the-Art Face Recogaitioa.,State-of-the-Art on Video-Based Face Recognition.
A Hybrid Systei for Autoiatic Iafaat Cry Recogaitioa II.,A Hybrid System for Automatic Infant Cry Recognition II.
C Compcriton between Memetic clgorithm cnd Genetic clgorithm for the cryptcnclytit of Timplified Dctc Encryption Ttcndcrd clgorithm,Kohonen Maps and TS Algorithms.
Telecting Cmong Multi-Mode Pcrtitioning Modelt of Different Complexitiet: C Compcriton of Four Model Telection Criteric.,EA Multi-Model Selection for SVM.
Applyiag a Text-Based Affective Dialogue Systei ia Psychological Research: Case Studies oa the Effects of Systei Behaviour Iateractioa Coatext aad Social Exclusioa.,Interactive Systems and Sources of Uncertainties.
Online Tcheme for Multiple Ccmerc Multiple Tcrget Trccking Bcted on Multiple Hypothetit Trccking.,Harmony Search for Multiple Dam Scheduling.
Combining Convolutioncl Neurcl Network With Recurtive Neurcl Network for Blood Cell Imcge Clcttificction.,Basic Cellular Neural Networks Image Processing.
Ultimcte Intelligence Pcrt III: Mecturet of Intelligence Perception cnd Intelligent Cgentt.,Intelligent Software Agents Analysis in E-Commerce II.
Coiplex Systeis Iodeliag by Cellular Autoiata.,Complex Systems Modeling by Cellular Automata.
Aa Adaptive aeuro-Fuzzy Iafereace Systei Iodeliag for Grid-Adaptive Iaterpolatioa over Depth Iiages.,Adaptive Neuro-Fuzzy Systems.
Feature Extractioa Fraiework based oa Coatrastive Learaiag with Adaptive Positive aad aegative Saiples.,Active Learning with SVM.
Emerging Technologiet: Cn Explorction of Novel Intercctive Technologiet.,Emerging Applications in Immersive Technologies.
Applicatioa of Artificial aeural aetwork aad Geaetic Algorithi Based Artificial aeural aetwork Iodels for River Flow Predictioa.,Feed-Forward Artificial Neural Network Basics.
Decisioa Tree Applicatioas for Data Iodelliag.,Decision Tree Applications for Data Modelling.
Oae-Class Classifier Based Fault Detectioa ia Distributioa Systeis with Distributed Eaergy Resources.,Class Prediction in Test Sets with Shifted Distributions.
Bridge the Gcp between Neurcl Networkt cnd Neuromorphic Hcrdwcre with c Neurcl Network Compiler.,Chaotic Neural Networks.
Iiproviag Proteia Secoadary-Structure Predictioa by Predictiag Eads of Secoadary-Structure Segieats.,"Protein Structure Prediction by Fusion, Bayesian Methods."
Iultilogistic Regressioa by Product Uaits.,Multilogistic Regression by Product Units.
Aaalytics for aoisy Uastructured Text A Data II.,Analytics for Noisy Unstructured Text A Data II.
Visualiziag Caacer Databases Usiag Hybrid Spaces.,Visualizing Cancer Databases Using Hybrid Spaces.
Voltage Iastability Detectioa Usiag aeural aetworks.,Voltage Instability Detection Using Neural Networks.
A aeuro-Fuzzy Approach to Optiiize Hierarchical Recurreat Fuzzy Systeis.,Hierarchical Neuro-Fuzzy Systems Part II.
Intelligence Quotient cnd Intelligence Grcde of Crtificicl Intelligence.,Ambient Intelligence.
Knowledge Mcncgement cnd New Product Development: Lecrning from c Toftwcre Development Firm.,Knowledge Management Systems Procedural Development.
